BBIP_ID,Title,Author,Date,total_words,total_sents,topic_words,topic_sents,religion_words,religion_sents,violence_words,violence_sents,music_words,music_sents,alt_BBIP_IDs,Coll_40_books
60002820,By the Book,"Guillory, Jasmine",2022,97920,9148,207,201,85,85,52,53,70,68,,Y
60003105,Black Cake,"Wilkerson, Charmaine",2022,103187,6958,307,287,98,95,125,125,84,80,,
60003559,Astonishing the Gods,"Okri, Ben",1995,25243,1967,176,147,66,61,19,19,91,76,,Y
60002827,The Girl with the Louding Voice,"Dare, Abi",2020,108360,9053,434,382,202,181,104,100,128,109,,
60003102,God Don't Make No Mistakes,"Monroe, Mary",2012,119512,9190,485,446,225,208,163,157,97,90,,
60002686,Quicksand,"Larsen, Nella",1928,48103,3429,377,324,104,97,169,152,104,89,60002087.0,Y
60002818,"Get A Life, Chloe Brown","Hibbert, Talia",2019,96947,9114,428,410,147,146,167,161,114,113,,
60002811,The Office of Historical Corrections,"Evans, Danielle",2020,69135,3562,382,324,162,146,136,120,84,78,,
60002816,Grand Union,"Smith, Zadie",2019,67388,4417,429,366,144,140,124,111,161,143,,
60002829,Heart's Desire,"Jackson, Monica",1998,71081,7246,322,309,103,101,154,151,65,64,,
60003133,Palmares,"Jones, Gayl",2021,183885,17274,1103,963,501,440,323,301,279,244,,
60003148,The Housemaid,"Darko, Amma",1998,28301,2692,150,141,85,84,48,46,17,17,,
60002852,Greenwichtown,"Palmer, Joyce",2001,86994,6586,461,413,215,194,140,137,106,93,,
60004352,"Sister, Sister","Dickey, Eric Jerome",1996,91695,9046,395,369,93,93,163,157,139,128,,Y
60002899,The Zulus of New York,"Mda, Zakes",2019,46951,3225,466,371,99,82,160,150,207,166,,
60002855,You Made a Fool of Death with Your Beauty,"Emezi, Akwaeke",2022,89496,7499,339,315,99,100,127,121,113,102,,
60002863,Her: A Novel,"Muhanji, Cherry",1990,64822,5271,411,380,148,144,97,97,166,150,,
60002897,What We Lose,"Clemmons, Zinzi",2017,36081,2328,179,167,79,76,64,62,36,37,,
60003146,Take One Candle Light A Room,"Straight, Susan",2010,120052,12935,732,678,192,185,298,282,242,225,,
60002890,The Stone Virgins,"Vera, Yvonne",2002,54166,4109,244,221,53,54,97,91,94,91,,
60002864,Memphis,"Stringfellow, Tara M.",2022,77226,6828,612,541,234,228,197,187,181,156,,
60003141,Everywhere You Don't Belong,"Bump, Gabriel",2020,53655,7096,406,374,79,80,210,196,117,109,,
60003115,Redemption in Indigo: A novel,"Lord, Karen",2010,54134,3777,253,235,113,109,70,69,70,68,,
60002830,Red Island House,"Lee, Andrea",2021,99271,4713,593,515,210,190,173,167,210,191,,
60002808,The Sweetest Remedy,"Igharo, Jane",2021,78295,8915,557,511,287,279,108,105,162,145,,
60000909,"Moses, Man of the Mountain","Hurston, Zora Neale",1939,97518,7524,818,728,456,429,229,212,133,112,,Y
60003112,Time Will Tell,"McDonald, Trevy Ann",1999,136549,11710,859,732,334,293,114,114,411,359,,
60002837,Serenade,"Kitt, Sandra",1994,84478,6659,627,557,73,72,111,108,443,388,,
60003124,A Glimmer of Death,"Wesley, Valerie Wilson",2021,70328,6004,381,347,96,95,240,219,45,44,,
60002801,Before You Suffocate Your Own Fool Self,"Evans, Danielle",2010,67366,4024,257,238,68,65,90,86,99,93,,
60002839,The Teller of Secrets,"Adjapon, Bisi",2021,109854,10307,542,477,220,203,141,140,181,153,,
60000336,"From ""Superman"" to Man","Rogers, Joel Augustus",1957,50816,2665,327,273,134,114,122,111,71,69,,Y
60002806,The Serpents's Gift,"Lee, Helen Elaine",1994,142598,7506,625,550,210,195,208,190,207,184,,
60002865,The Justus Girls,"Lambright, Evelyn Slim",2001,114819,9612,656,584,349,318,131,127,176,155,,
60002891,The Unbroken,"Clark, C.L.",2021,169307,16238,1213,1122,368,343,618,590,227,214,,
60003140,The Eternal Audience of One,"Ngamije, Remy",2021,104210,9607,591,540,236,220,159,152,196,180,,
60002608,My Soul to Keep,"Due, Tananarive",1997,144590,12840,944,849,356,328,316,304,272,250,,Y
60003147,Jamaica Run,"Mason, Clifford",1987,112898,12256,501,465,121,117,279,260,101,93,,
60002854,The Yellow Birds,"Powers, Kevin",2012,53897,3646,278,249,75,70,154,138,49,49,,
60002853,Create Dangerously,"Danticat, Edwidge",2010,51406,2387,379,315,183,162,103,96,93,85,,
60003149,Body and Soul ,"Mason, Felicia",1995,104031,10169,461,433,180,178,134,131,147,137,,
60002838,Sorrowland,"Solomon, Rivers",2021,108088,9967,661,576,229,203,284,260,148,131,,
60002807,A Life Apart,"Marlow, Lydia Y",2014,126941,10846,518,475,243,228,141,128,134,128,,
60003125,The Beautiful Things that Heaven Bears,"Mengestu, Dinaw",2007,70501,4708,223,212,75,70,80,79,68,66,,
60001024,"Brown Girl, Brownstones","Marshall, Paule",1959,103261,7803,835,745,262,246,249,236,324,292,,Y
60002800,Fun & Games: Short Fictions,"Major, Clarence",1990,38382,3421,226,204,111,97,62,61,53,51,,
60003113,Counting Raindrops Through a Stained Glass Window,"Michaels, Cherlyn",2003,89924,7714,337,313,100,95,116,114,121,110,,
60002809,An Unkindness of Ghosts,"Solomon, Rivers",2017,103390,8774,553,504,161,153,257,239,135,130,,
60000306,Country Place,"Petry, Ann",1947,82890,5830,296,275,100,96,138,130,58,57,,Y
60002836,Forbidden Fruit,"Lucas, Curtis",1953,39247,3868,228,196,42,41,113,104,73,59,60000250.0,
60003114,Can We Talk and Other Stories,"Chinodya, Shimmer",2001,49941,4094,405,340,164,147,157,140,84,75,,
60002831,A Toast Before Dying: A Mali Anderson Mystery,"Edwards, Grace F.",1998,67353,5782,348,323,103,101,144,137,101,97,60002201.0,
60003059,Tell Me A Tale: A Novel of the Old South,"McEachin, James",1996,84567,6844,404,359,179,151,142,136,83,83,,
60002943,Miss Ophelia: a novel,"Smith, Mary Burnett",1997,98900,9082,696,618,257,239,98,94,341,303,,
60002988,Promises to Keep,"Mallette, Gloria",2002,104652,9569,492,439,198,175,242,226,52,49,,
60003066,Testimony,"Mason, Felicia",2002,70127,6888,803,660,435,391,87,83,281,230,,
60003092,Fruit of the Lemon,"Levy, Andrea",1999,102918,8829,899,806,618,587,82,78,199,170,,
60002944,The Long Song,"Levy, Andrea",2010,97920,5597,628,530,219,192,221,204,188,157,,
60003095,The Book of Harlan,"McFadden, Bernice L.",2014,84696,7181,779,664,208,178,188,178,383,332,,
60003061,Tuscan Heat,"Mello, Deborah Fletcher",2016,52005,4654,221,202,85,80,48,48,88,78,,
60002972,A Darker Shade of Crimson: An Ivy League Mystery,"Thomas-Graham, Pamela",1998,102620,9057,610,571,271,263,199,190,140,133,60003689.0,
60003057,Foolish Heart,"Mason, Felicia",1998,56336,5453,323,315,78,78,191,188,54,54,,
60002981,The Turner House,"Flournoy, Angela",2015,109016,8102,495,451,205,189,159,153,131,120,,
60002975,Patience is a Subtle Thief,"Ishola-Ayodeji, Abi",2022,106714,10501,384,357,157,151,107,104,120,113,,
60003050,For the Love of You,"Mason, Felicia",1994,81419,6764,437,387,183,165,114,107,140,123,,
60003004,C.R.E.A.M,"Jones, Solomon",2006,68660,5833,444,425,100,99,276,268,68,69,,
60002780,Five-Carat Soul,"McBride, James",2017,80089,6648,653,546,200,173,263,242,190,162,,
60002774,High Prairie,"King, Hiram",1997,62961,5698,399,376,45,46,302,284,52,53,,
60002921,The Tempest Tales,"Mosley, Walter",2008,43296,3889,316,291,135,132,97,90,84,80,60001930.0,
60002919,Rachel's Blue,"Mda, Zakes",2014,65675,4978,517,444,98,91,149,148,270,224,,
60002773,Second Time Around,"Larence, Anna",1997,83649,6677,321,296,94,90,141,134,86,81,,
60002787,It's Not All Downhill From Here,"McMillan, Terry",2020,108106,9794,389,348,176,160,80,80,133,123,,
60002926,The Devil in Silver,"LaValle, Victor D.",2012,136713,13738,510,487,201,199,192,187,117,116,60000987.0,
60003035,Drunk on Love,"Guillory, Jasmine",2022,107892,9538,267,257,123,122,96,94,48,49,,
60003032,Near Perfect,"Mitchell, Sharon",2001,127853,11154,506,483,153,150,169,167,184,175,,
60002928,Fifty Words for Rain,"Lemmie, Asha",2020,116543,12091,663,621,207,205,171,163,285,265,,
60002789,Night Secrets,"Johnson, Doris",1998,110867,9214,535,496,189,183,179,177,167,153,,
60002917,Now Lila Knows,"Nunez, Elizabeth",2022,61650,6104,327,283,108,94,129,121,90,79,,
60002974,The Days of Afrekete,"Solomon, Asali",2021,49745,3764,266,246,76,70,74,72,116,112,,
60003051,Dark Corner,"Massey, Brandon",2004,157389,15826,1101,1005,415,379,534,502,152,144,,
60003069,Real Wifeys Get Money: An Urban Tale,"Mink, Meesha",2012,76561,6669,472,433,88,84,261,245,123,119,,
60002987,Kinfolks,"Lattany, Kristin Hunter",1996,71917,6271,504,453,261,248,98,93,145,134,,
60000886,Cotton Comes to Harlem,"Himes, Chester B.",1965,65686,5324,522,454,183,160,276,260,63,56,,Y
60002973,This Bitter Earth,"McFadden, Bernice L.",2002,76114,5261,406,364,137,130,162,154,107,100,,
60003056,Forever,"McCann, Timmothy B.",2001,130365,10314,728,665,229,218,221,210,278,260,,
60002945,"What Storm, What Thunder","Chancy, Myriam J.A",2021,100287,5655,579,475,294,248,129,122,156,137,,
60003060,"Act Your Age, Eve Brown","Hibbert, Talia",2021,99072,8776,516,470,174,168,182,172,160,140,,
60003094,Trading Dreams at Midnight,"McKinney-Whetstone, Diane",2008,104356,6232,639,547,261,243,129,120,249,207,,
60002942,The Importance of Pot Liquor,"Torrence, Jackie",1993,25714,1909,90,84,47,45,22,23,21,20,,
60003058,Sweet Accord,"Mason, Felicia",2003,59933,5563,773,629,436,379,79,78,258,216,,
60003093,The Heart of Redness,"Mda, Zakes",2000,101461,8339,814,708,273,248,281,270,260,217,,
60003067,The Banned Bookshop of Maggie Banks,"Robinson, Shauna",2022,88556,7792,242,238,65,66,90,90,87,86,,
60002989,Joshua's Bible: A Novel,"Leanne, Shelly",2003,135747,9718,1441,1201,843,716,161,156,437,376,,
60002929,No Heaven for Good Boys,"Bush, Keisha",2020,95558,8698,657,596,308,278,184,183,165,154,,
60001300,Jubilee,"Walker, Margaret",1966,157219,9798,980,782,427,354,352,308,201,154,,Y
60003033,The Warmest December,"McFadden, Bernice L.",2001,79750,5578,383,350,77,75,174,169,132,119,,
60002916,Song of the Water Saints,"Rosario, Nelly",2002,66142,4770,527,449,220,191,162,151,145,133,,
60002788,Fragment in the Sand,"Lee, Annetta P.",2003,110204,9582,680,643,357,348,229,223,94,90,,
60003034,Blonde Roots,"Evaristo, Bernardine",2008,71792,4413,471,392,139,128,193,178,139,105,,
60003837,In the Castle of My Skin,"Lamming, George",1953,137655,10080,711,620,369,315,179,166,163,153,,Y
60002911,Mama Flora's Family: A Novel,"Haley, Alex; Stevens, David",1998,139299,9950,1116,948,554,478,261,249,301,257,,
60002786,Ties That Tether,"Igharo, Jane",2020,77809,8971,323,295,104,101,85,82,134,118,,
60003002,Indigo,"Jenkins, Beverly",1996,114497,9450,572,532,202,194,220,212,150,141,,
60002918,Disgrace,"Coetzee, J.M.",1999,67407,6548,415,368,112,105,125,122,178,150,,
60002772,Freedom Run,"Keaton, Rina",1994,46416,4690,408,381,229,220,107,107,72,71,,
60002927,Everfair,"Shawl, Nisi",2016,115864,10002,676,623,219,207,246,234,211,197,,
60002775,All That and a Bag of Chips,"Lee, Darrien",2001,134177,12991,554,516,178,170,142,141,234,214,,
60000680,The Catacombs,"Demby, William",1965,60760,3372,668,477,318,243,182,159,168,132,60000098.0,Y
60003005,Heart of Stone,"Modica, Nino",1964,107272,7328,680,596,204,193,310,275,166,155,,
60002781,Life of Death,"Lewis, Philip",1993,94272,6844,643,517,127,101,357,322,159,127,,
60002920,Nouvelle Soul,"Summers, Barbara",1992,87179,8842,439,396,178,171,106,98,155,138,,
60002768,Party of Two,"Guillory, Jasmine",2020,98727,7942,301,293,126,127,106,104,69,70,60001900.0,
60002902,Here Comes the Sun,"Dennis-Benn, Nicole",2016,99694,8600,429,390,166,155,159,151,104,93,,
60003018,Always,"McCann, Timmothy B.",2000,109946,7485,532,490,179,174,178,168,175,164,,
60002757,Dancers on the Shore,"Kelley, William Melvin",1956,59787,5701,317,272,102,94,66,64,149,124,,
60002905,Boundaries,"Nunez, Elizabeth",2011,74499,6164,361,330,189,173,87,81,85,83,,
60003020,A Style of His Own,"McGriff, Michelle",2001,49401,4338,290,263,57,55,86,83,147,130,,
60002750,Sap Rising,"Lincoln, Christine",2001,43721,3100,251,220,118,109,59,57,74,68,,
60003029,Precious Heart,"Johnson, Doris",2000,115633,11439,527,498,181,177,191,180,155,153,,
60002759,Fire in the Canes,"Lovell, Glenville",1995,79306,6991,376,337,130,121,147,139,99,86,,
60002933,Nehanda,"Vera, Yvonne",1993,32167,2415,244,209,55,53,84,78,105,90,,
60002792,Miracle at St. Anna,"McBride, James",2002,81634,5963,874,732,474,440,303,260,97,83,,
60003016,The Masquerade: A Historical Novel,"Micheaux, Oscar",1947,107231,5543,493,422,206,188,179,158,108,96,,
60002766,The Look of Love,"Jackson, Monica",1999,66134,6495,224,215,73,72,96,97,55,53,,
60003011,The Bewildering Bequest ,"Jeffries, J.M.",2000,54082,6176,243,230,91,87,86,85,66,62,,
60002795,Falling for You,"Louise, Kim",2002,91596,9342,473,451,91,90,260,249,122,119,,
60002735,It's a Love Thang,"Laudat, Reon",2002,107382,9595,522,493,102,98,230,227,190,178,,
60003045,For Love's Sake,"McGriff, Michelle",2000,47995,4030,210,190,53,50,63,60,94,85,,
60002960,The Scent of Burnt Flowers,"Bazawule, Blitz",2022,57242,4893,467,428,108,100,162,157,197,182,,
60003042,The Two Lives of Sara,"West, Catherine Adel",2022,97027,11318,645,573,315,298,163,153,167,137,,
60002958,Things They Lost,"Oduor, Okwiri",2022,100205,9700,587,524,183,172,223,208,181,159,,
60002993,Duplicity,"Lee, Toni",2000,104590,6352,529,466,131,127,249,233,149,130,,
60003089,The Madonna of Excelsior,"Mda, Zakes",2002,80539,6776,680,591,266,239,175,168,239,206,,
60002967,Higher Ground,"Phillips, Caryl",1989,68428,4849,416,365,152,133,152,147,112,106,60001140.0,
60003074,The Real Mrs. Price,"Mason, J.D.",2016,84280,7764,387,357,107,101,183,174,97,93,,
60003080,The Care and Feeding of Ravenously Hungry Girls,"Gray, Anissa",2019,90781,8288,408,375,204,186,118,116,86,82,,
60002951,The California Voodoo Game,"Niven, Larry; Barnes, Steven",1992,118700,12514,1307,1218,730,700,368,360,209,204,,
60003087,Arrows of Rain,"Ndibe, Okey",2000,65836,5881,444,409,113,110,218,203,113,108,,
60002969,Zenzele: A Letter for My Daughter,"Maraire, J. Nozipo",1955,60461,4176,362,318,164,148,95,93,103,94,,
60003073,Somewhere in America: Situations of XX and XY,"Molare, Sydney",2002,36904,3940,212,191,69,63,93,88,50,47,,
60002956,This Mournable Body: A Novel,"Dangarembga, Tsitsi",2018,97686,8076,492,446,143,138,162,150,187,174,,
60002935,Jolie's Surrender,"Martin-Arnold, Edwina",2002,81035,7187,425,399,164,157,123,122,138,131,,
60003010,Cupid: The Amorous Arrow,"Jeffries, J.M.",1999,58141,6418,285,269,102,100,94,93,89,85,,
60002794,Love's Celebration,"Jackson, Monica",1998,55462,4731,318,289,137,124,117,110,64,61,,
60002758,The Big Mango: A Novel,"Kelley, Norman",2000,90960,7458,740,654,196,180,329,304,215,196,,
60002932,The Confessions of Frannie Langton,"Collins, Sara",2019,107455,10383,492,459,157,149,253,241,82,80,,
60003028,The Embassy of Cambodia,"Smith, Zadie",2013,9054,600,46,43,26,24,9,10,11,12,,
60002767,Black Leopard Red Wolf,"James, Marlon",2019,227469,20611,2179,1898,759,705,1232,1085,188,159,60002242.0,
60003017,Butterfly Burning,"Vera, Yvonne",1998,45336,2889,289,248,41,41,95,93,153,127,,
60002904,This is How You Lose Her,"Diaz, Junot",2012,49731,4060,239,222,114,109,83,81,42,41,,
60002751,Beyond the Broken,"Kimbro, Sharisse",2013,75999,6022,200,189,66,64,66,65,68,65,,
60003021,Destiny's Song,"McGriff, Michelle",2002,48184,4402,343,300,37,38,53,52,253,218,,
60003019,Dysfunction Junction : Typeface Bombs and Vidnarratives,"Martin, Reginald",1995,25057,1632,140,117,43,40,25,24,72,64,,
60002903,Gathering of Waters,"McFadden, Bernice L.",2012,52068,4399,324,300,146,136,113,108,65,63,,
60000668,The Farming of Bones,"Danticat, Edwidge",1998,81787,5659,449,401,186,175,198,179,65,59,,Y
60001315,The Garies and Their Friends,"Webb, Frank J.",1857,134681,6032,610,547,187,174,246,224,177,170,60000414.0,Y
60003026,The Way Home,"Kitt, Sandra",1990,71630,6074,183,170,36,36,80,77,67,65,,
60003684,Noor,"Okorafor, Nnedi",2021,63149,6188,373,326,134,121,154,136,85,77,,Y
60003072,Kehinde,"Emecheta, Buchi",1994,49998,3921,300,278,157,150,53,52,90,82,,
60002968,American Histories: Stories,"Wideman, John Edgar",2018,60339,3876,461,383,173,157,183,154,105,96,,
60003086,May December Souls: A Novel,"Monteilh, Marissa",2000,85418,7504,438,399,192,177,77,74,169,158,,
60002957,White Boys: Stories,"McKnight, Reginald",1998,66887,4799,378,340,130,116,174,164,74,71,,
60003081,Half-Blown Rose,"Cross-Smith, Leesa",2022,113393,9687,498,452,155,150,103,100,240,217,,
60003075,Bedrock Faith,"May, Eric Charles",2014,135994,7335,940,793,513,445,220,198,207,189,,
60002950,Honey and Spice,"Babalola, Bolu",2022,118300,10599,570,528,144,140,191,180,235,222,,
60002959,Rocking the Babies,"Raymond, Linda",1994,97928,8074,367,351,179,174,131,129,57,53,,
60003043,"Kismet: A Story of Love, Friendship, Obsession and Fate","Knight, Dawn",2000,103135,8504,690,626,279,260,198,183,213,198,,
60001189,Oreo,"Ross, Fran",1974,59043,4309,463,396,207,183,82,74,174,153,,Y
60002966,"If Sons, Then Heirs","Cary, Lorene",2011,90270,7320,451,412,223,209,143,136,85,78,60003405.0,
60003088,Carolina Built,"Alexander, Kianna",2022,94444,8454,331,307,151,139,79,77,101,101,,
60003044,Silent Suspicion: A Lincoln Keller Mystery,"Meadows, Lee E.",2000,128972,10977,795,729,180,171,355,339,260,241,,
60002995,Prayer of Prey: A Supernatual Tale of Suspense,"Lindsay, Tony",2002,71623,7363,564,519,162,151,259,250,143,136,,
60002961,Free: And Other Stories,"Nailah, Anika",2002,36579,4071,177,166,66,62,43,44,68,65,60003947.0,
60003109,His Only Wife,"Medie, Peace Adzo",2020,82954,5921,306,281,155,147,74,73,77,68,,
60003136,Mother Country,"Townsend, Jacinda",2022,90368,5176,415,370,130,123,144,139,141,129,,
60003131,Chronicles from the Land of the Happiest People on Earth,"Soyinka, Wole",2021,168330,12154,1275,1054,641,541,308,286,326,292,,
60003138,When Solomon Sings,"Norman-Bellamy, Kendra",2012,91698,6717,652,554,385,344,101,96,166,147,,
60002822,Brother I'm Dying,"Danticat, Edwidge",2007,71700,4249,489,407,310,265,108,100,71,65,,
60003107,Song For Almeyda & Song for Anninho,"Jones, Gayl",2022,25673,2923,151,128,25,24,72,64,54,43,,
60002825,Peaces,"Oyeyemi, Helen",2021,67972,4692,379,339,120,113,92,90,167,146,,
60000771,A Lesson Before Dying,"Gaines, Ernest J.",1993,79244,7140,404,357,254,231,88,87,62,58,,Y
60003100,The Sound of Stars,"Dow, Alechia",2020,112535,11575,832,770,103,100,344,327,385,363,,
60000517,Let Me Breathe Thunder,"Attaway, William",1939,43124,4207,175,167,22,22,91,88,62,61,,Y
60003154,A Million Aunties,"McKenzie, Alecia",2020,48433,3569,170,158,66,63,70,67,34,34,,
60002871,The Case of Mrs. Wingate,"Micheaux, Oscar",1944,198574,13311,786,681,187,166,299,272,300,262,60000272.0,
60002885,Petals of Blood,"Thiong'o, Ngugi wa",1977,158052,11515,1346,1114,629,550,373,337,344,289,,
60003153,Nairobi Heat,"Ngugi, Mukoma Wa",2009,58172,4092,523,465,120,117,272,253,131,111,,
60002849,Children of Virtue and Vengeance,"Adeyemi, Tomi",2019,108456,11214,749,714,211,205,391,379,147,143,,
60000948,The System of Dante's Hell,"Jones, Everett LeRoi",1963,32954,4195,288,275,106,105,76,74,106,105,,Y
60002882,The Root of all Evil,"Jossel, Joylynn M.",2004,89720,7821,631,592,157,151,324,311,150,141,,
60002876,The Children of Sisyphus,"Patterson, Horace Orlando",1964,72800,5652,843,679,478,396,195,183,170,148,,
60003165,The Shadow King,"Mengiste, Maaza",2019,134058,9646,1012,897,186,177,631,571,195,172,,
60002840,Riot Baby,"Onyebuchi, Tochi",2019,37735,2551,278,239,91,82,152,136,35,32,,
60002878,Blues in the Wind,"LeBlanc, Whitney J.",2001,89789,7076,894,763,343,309,244,223,307,272,,
60003162,"Blackberries, Blackberries","Wilkerson, Crystal E.",2000,44066,3553,221,204,105,99,50,50,66,62,,
60002282,The Changeling,"LaValle, Victor D.",2017,130342,12033,486,455,150,137,226,218,110,109,,Y
60002847,Gingerbread,"Oyeyemi, Helen",2019,76948,4732,425,358,206,181,113,105,106,93,,
60002824,Brown Glass Windows,"Major, Devorah",2002,68264,4890,270,234,86,78,100,90,84,73,,
60003101,So We can Glow,"Cross-Smith, Leesa",2020,62387,5924,328,291,95,87,99,93,134,124,,
60002823,Rainbow Milk,"Mendez, Paul",2020,117002,7328,747,616,308,260,125,121,314,267,,
60003139,Gonna Lay Down My Burdens,"Monroe, Mary",2002,103782,8037,402,372,190,177,144,137,68,68,,
60003106,Buxton Spice,"Kempadoo, Oonya",1999,38400,3512,185,166,57,49,67,64,61,60,,
60002815,One Dead Preacher,"Lindsay, Tony",2000,63303,5713,692,628,385,355,225,216,82,79,,
60000587,"Clotel; or, the President's Daughter: A Narrative of Slave Life in the United States","Brown, William Wells",1853,75533,3277,597,464,396,309,101,93,100,90,60000035.0,Y
60003130,Virgin Soul,"Juanita, Judy",2013,95236,8946,607,539,180,169,268,243,159,150,,
60003108,Mama Day,"Naylor, Gloria",1988,133128,8913,575,520,242,227,194,181,139,128,60001104.0,
60003137,Who Fears Death,"Okorafor, Nnedi",2010,127197,14869,552,519,108,106,313,299,131,120,,
60002879,Black Bottom Saints,"Randall, Alice",2020,112036,7474,1224,1003,509,422,186,173,529,450,,
60002846,Milk Blood Heat,"Moniz, Dantiel W.",2021,53139,3499,300,271,136,127,83,81,81,77,,
60003164,The Secret Lives of Church Ladies,"Philyaw, Deesha",2020,41032,3511,356,307,256,232,51,47,49,42,,
60002848,Children of Blood and Bone,"Adeyemi, Tomi",2018,143446,15012,1331,1239,439,413,715,686,177,171,,
60001295,The Third Life of Grange Copeland,"Walker, Alice",1970,78683,4961,499,444,158,144,250,231,91,84,,Y
60003152,Three Strong Women,"Ndiaye, Marie",2009,81174,3352,389,323,88,77,232,203,69,66,,
60002877,Losing Absalom: A Novel,"Pate, Alexs D.",1994,71519,7183,351,330,96,90,146,139,109,104,,
60002883,No Longer at Ease,"Achebe, Chinua",1960,50214,4107,344,301,176,156,57,56,111,101,,
60003155,Wild Stars Seeking Midnight Suns,"Cooper, J. California",2006,60198,5243,351,322,187,178,57,56,107,92,,
60001266,Life on Wheels,"Tillman, Carolyn",1975,30565,2645,108,105,47,47,39,39,22,22,,Y
60002884,Devil on the Cross,"Thiong'o, Ngugi wa",1980,105705,7246,960,777,393,345,227,208,340,255,,
60002870,In the Shadow of the Peacock,"Edwards-Yearwood, Grace",1988,99397,8163,468,425,101,98,146,138,221,197,,
60003181,The Step Between,"Mickelbury, Penny",2000,80336,5333,417,377,78,74,249,230,90,88,,
60003175,Where to Choose: A Carole Ann Gibson Mystery,"Mickelbury, Penny",1999,81980,5773,515,457,96,94,328,295,91,86,,
60003172,The Midnight Bargain,"Polk, C.L.",2020,101257,10610,560,518,172,166,164,156,224,209,,
60003168,The Revisioners: A Novel,"Sexton, Margaret Wilkerson",2019,73268,5521,438,357,192,151,103,99,143,122,,
60003169,One Must Wait,"Mickelbury, Penny",1998,91623,5912,498,451,113,109,279,254,106,101,,
60003177,The Women Could Fly,"Giddings, Megan",2022,86322,6743,397,366,106,102,151,145,140,130,,
60003183,Beasts of No Nation,"Iweala, Uzodinma",2005,44528,2473,344,279,119,103,168,146,57,46,,
60003184,Dew in the Morning,"Chinodya, Shimmer",2001,66237,6329,282,263,82,81,111,110,89,77,,
60003170,When We Were Birds,"Banwo, Ayanna Lloyd",2022,79464,6353,310,276,116,107,79,79,115,102,,
60003179,The Perishing,"DeÂn, Natashia",2021,83730,7648,602,543,288,269,180,172,134,122,,
60003178,The Grand Parade,"Mayfield, Julian",1961,123434,8838,808,699,357,325,264,246,187,165,,
60003171,Yesterday Will Make You Cry,"Himes, Chester B.",1998,122495,8984,697,606,219,193,279,256,199,183,,
60003185,Chioniso and Other Stories,"Chinodya, Shimmer",2012,63188,5151,517,413,324,261,89,86,104,91,,
60003182,At the Bottom of the River,"Kincaid, Jamaica",1983,18676,1128,80,67,15,14,23,23,42,35,,
60003176,Vagabonds!,"Osunde, Eloghosa",2022,95389,7868,882,783,577,521,160,155,145,131,,
60003190,The Wind From Nowhere,"Micheaux, Oscar",1941,136770,9904,600,516,205,188,261,226,134,126,60000277.0,
60003203,A Kind of Freedom,"Sexton, Margaret Wilkerson",2017,78727,5647,231,220,105,102,64,62,62,61,,
60003204,As The Wicked Watched,"Hall, Tamron",2021,115248,10213,631,568,191,176,332,302,108,105,,
60003205,Beneath the Lion's Gaze,"Mengiste, Maaza",2010,96451,8988,695,632,242,227,348,329,105,97,,
60003202,Shallow Waters,"Kopacz, Anita",2021,53949,4982,333,297,86,81,136,128,111,96,,
60003211,Stateway's Garden: Stories,"Jasmon, Drain",2020,71096,5716,194,181,57,57,73,70,64,59,,
60003210,A View of the Empire at Sunset,"Phillips, Caryl",2018,75671,3239,262,233,91,88,70,66,101,92,,
60003195,She Would Be King,"Moore, Wayetu",2018,97777,7928,552,511,159,157,288,268,105,101,,
60003192,Miss Pearly's Girls,"Billingsley, ReShonda Tate",2022,77676,7183,471,446,169,160,173,170,129,126,,
60003193,The Fishermen,"Obioma, Chigozie",2015,94168,5597,900,738,427,366,294,273,179,144,,
60003194,The Sisterhood of Blackberry Corner,"Smith, Andrea",2006,82973,8326,394,366,231,219,100,99,63,58,,
60003209,The River and the Source,"Ogola, Margaret A.",1994,74702,4960,563,486,328,284,156,149,79,73,,
60003207,On Black Sisters' Street,"Unigwe, Chika",2007,85029,7277,445,384,180,160,131,128,134,125,,
60003200,Fastest Way to Fall,"Williams, Denise",2021,103443,9537,424,408,110,108,138,139,176,168,,
60003201,The Boyfriend Project,"Rochon, Farrah",2020,94929,7809,343,320,75,70,143,141,125,120,,
60003206,Our Lady of the Nile,"Mauthner, Melani L.",2014,60829,3868,441,355,230,197,117,97,94,81,,
60003208,True Murder,"Badoe, Yaba",2009,75106,5862,448,407,105,103,219,203,124,110,,
60003198,Harvest of Thorns,"Chinodya, Shimmer",1989,102121,7600,758,622,275,227,297,268,186,154,,
60003191,Halsey Street,"Coster, Naima",2017,108009,7897,465,426,181,173,111,110,173,154,,
60003196,In Every Mirror She's Black,"Akerstrom, Lola Akinmade",2021,104632,9319,470,436,146,139,180,177,144,132,,
60003197,Paradise Interrupted,"Mickelbury, Penny",2001,100822,6343,495,426,79,79,303,255,113,106,,
60003199,The Awkward Black Man,"Mosley, Walter",2020,89087,7408,446,410,142,133,191,188,113,107,,
60003216,Cygnet,"Butler, Season",2019,66289,4901,300,278,96,95,97,93,107,97,,
60003220,Blacktop Wasteland,"Cosby, S.A.",2020,90906,9402,500,476,95,93,292,287,113,103,,
60003218,Along Came A Savage,"Awsum, Joe; Clark, Wahida",2014,52331,4193,276,253,83,81,151,140,42,43,,
60003219,Little Family,"Beah, Ishmael",2020,80944,5377,329,296,60,58,103,103,166,143,,
